1.9978451832409025,-2
1.997801810822364,-1.99
1.997757568621227,-1.98
1.997712439323742,-1.97
1.9976664052812398,-1.96
1.9976194484941583,-1.95
1.9975715506144303,-1.94
1.9975226929332046,-1.93
1.9974728563758575,-1.92
1.997422021494814,-1.91
1.9973701684640672,-1.9
1.9973172770715468,-1.89
1.9972633267064905,-1.88
1.997208296363283,-1.87
1.9971521646202195,-1.86
1.9970949096442876,-1.85
1.997036509176833,-1.84
1.9969769405237445,-1.83
1.9969161805550733,-1.82
1.9968542056892025,-1.81
1.9967909918888307,-1.8
1.9967265146485957,-1.79
1.9966607489942696,-1.78
1.9965936694638389,-1.77
1.9965252501065436,-1.76
1.9964554644699246,-1.75
1.9963842855925529,-1.74
1.9963116859925656,-1.73
1.9962376376587847,-1.72
1.9961621120453423,-1.71
1.9960850800537746,-1.7
1.9960065120299548,-1.69
1.9959263777515184,-1.68
1.9958446464172122,-1.67
1.995761286636801,-1.66
1.995676266420956,-1.65
1.99558955317013,-1.64
1.9955011136637208,-1.63
1.9954109140484997,-1.6199999999999999
1.995318919827576,-1.61
1.9952250958505653,-1.6
1.995129406299592,-1.59
1.9950318146786727,-1.58
1.9949322838004204,-1.57
1.994830775778304,-1.56
1.9947272520078196,-1.55
1.9946216731599689,-1.54
1.994513999165247,-1.53
1.9944041892002247,-1.52
1.994292201678905,-1.51
1.9941779942341538,-1.5
1.9940615237082608,-1.49
1.9939427461368557,-1.48
1.9938216167372198,-1.47
1.9936980898934835,-1.46
1.993572119141658,-1.45
1.9934436571576404,-1.44
1.9933126557399146,-1.43
1.993179065797649,-1.42
1.993042837333227,-1.41
1.9929039194304572,-1.4
1.9927622602361075,-1.39
1.992617806946739,-1.38
1.9924705057921268,-1.3699999999999999
1.992320302020151,-1.3599999999999999
1.9921671398808245,-1.35
1.992010962609365,-1.34
1.9918517124111619,-1.33
1.9916893304449343,-1.32
1.9915237568056197,-1.31
1.9913549305083713,-1.3
1.9911827894709622,-1.29
1.991007270497141,-1.28
1.9908283092592272,-1.27
1.990645840280344,-1.26
1.9904597969180151,-1.25
1.990270111344937,-1.24
1.9900767145312281,-1.23
1.9898795362282506,-1.22
1.9896785049475032,-1.21
1.9894735479450438,-1.2
1.989264591201121,-1.19
1.989051559402603,-1.18
1.988834375923779,-1.17
1.9886129628078544,-1.16
1.9883872407474643,-1.15
1.9881571290658184,-1.14
1.9879225456980076,-1.13
1.9876834071713307,-1.1199999999999999
1.9874396285858817,-1.1099999999999999
1.987191123595023,-1.1
1.9869378043855748,-1.09
1.986679581659613,-1.08
1.9864163646129351,-1.07
1.9861480609165842,-1.06
1.9858745766967494,-1.05
1.9855958165147967,-1.04
1.9853116833476834,-1.03
1.9850220785681654,-1.02
1.98472690192487,-1.01
1.9844260515217367,-1
1.9841194237997204,-0.99
1.9838069135162595,-0.98
1.9834884137247888,-0.97
1.9831638157558953,-0.96
1.982833009197662,-0.95
1.982495881876427,-0.94
1.9821523198358975,-0.9299999999999999
1.9818022073196582,-0.9199999999999999
1.9814454267506652,-0.91
1.981081858712673,-0.9
1.9807113819311792,-0.89
1.9803338732548643,-0.88
1.9799492076367922,-0.87
1.979557258116069,-0.86
1.9791578957996177,-0.85
1.978750989844702,-0.84
1.9783364074406877,-0.83
1.9779140137922433,-0.82
1.9774836721015383,-0.8099999999999999
1.977045243552229,-0.7999999999999999
1.9765985872924532,-0.7899999999999999
1.976143560419153,-0.78
1.975680017962222,-0.77
1.975207812868764,-0.76
1.9747267959892267,-0.75
1.9742368160617954,-0.74
1.9737377196991075,-0.73
1.9732293513747088,-0.72
1.972711553409865,-0.71
1.9721841659610175,-0.7
1.9716470270082556,-0.69
1.97109997234358,-0.6799999999999999
1.9705428355604535,-0.6699999999999999
1.9699754480436629,-0.6599999999999999
1.969397638959676,-0.65
1.968809235248384,-0.64
1.9682100616143587,-0.63
1.9675999405201288,-0.62
1.966978692179246,-0.61
1.9663461345507853,-0.6
1.9657020833340735,-0.59
1.9650463519649035,-0.58
1.9643787516118594,-0.57
1.9636990911741214,-0.5599999999999999
1.9630071772802378,-0.5499999999999999
1.962302814287105,-0.5399999999999999
1.961585804280771,-0.5299999999999999
1.9608559470776716,-0.52
1.9601130402271554,-0.51
1.9593568790149156,-0.49999999999999994
1.958587256467691,-0.49
1.9578039633586115,-0.48
1.957006788214386,-0.47
1.9561955173228474,-0.45999999999999996
1.9553699347423907,-0.44999999999999996
1.954529822311989,-0.43999999999999995
1.9536749596628016,-0.43
1.952805124231081,-0.42
1.9519200912720112,-0.41
1.9510196338751213,-0.39999999999999997
1.9501035229809833,-0.38999999999999996
1.9491715273991475,-0.37999999999999995
1.948223413827313,-0.36999999999999994
1.9472589468724675,-0.36
1.946277889072584,-0.35
1.9452800009205171,-0.33999999999999997
1.9442650408887239,-0.32999999999999996
1.9432327654558803,-0.31999999999999995
1.9421829291348363,-0.30999999999999994
1.9411152845018065,-0.3
1.9400295822276572,-0.29
1.9389255711101565,-0.27999999999999997
1.9378029981080058,-0.26999999999999996
1.9366616083764074,-0.25999999999999995
1.9355011453042856,-0.24999999999999997
1.9343213505528887,-0.23999999999999996
1.933121964096131,-0.22999999999999995
1.9319027242625442,-0.21999999999999997
1.9306633677786111,-0.20999999999999996
1.9294036298141672,-0.19999999999999996
1.9281232440288867,-0.18999999999999997
1.9268219426207238,-0.17999999999999997
1.9254994563759358,-0.16999999999999996
1.924155514720669,-0.15999999999999998
1.922789845774166,-0.14999999999999997
1.921402176403567,-0.13999999999999996
1.9199922322806218,-0.12999999999999995
